premise,hypothesis,label,neg_premises,neg_premise_lemma,premise_neg_count,premise_has_neg,neg_hypothesis,neg_hypothesis_lemma,hypothesis_neg_count,hypothesis_has_neg
A garota está pintando um quadro artístico,A garota não está pintando nada,0,[],[],0,False,"['não', 'nada']","['não', 'nada']",2,True
"A estátua é visível junto à enseada , com um pôr do sol ao fundo",A estátua é feita de bronze.,0,[],[],0,False,[],[],0,False
Não há gatos brincando no quintal.,Alguns gatos estão se divertindo no quintal.,0,['Não'],['não'],1,True,[],[],0,False
Há entusiasmo enquanto dois homens cantam,Dois homens estão cantando com alegria,1,[],[],0,False,[],[],0,False
"Um par está deitado na grama, contemplando o céu estrelado",O casal está deitado na grama durante o dia.,0,[],[],0,False,[],[],0,False
A garota está usando um capacete enquanto anda de monociclo,A garota está andando de monociclo sem proteção para a cabeça,0,[],[],0,False,['sem'],['sem'],1,True
"Um ruivo barbudo e de óculos está trabalhando em seu notebook, com uma xícara de café à sua frente",O homem barbudo e ruivo está dormindo e não tem uma xícara de café à sua frente.,0,[],[],0,False,['não'],['não'],1,True
O garoto está amarrando o sapato.,O garoto vai jogar futebol,0,[],[],0,False,[],[],0,False
"A papelaria tem diversos modelos de cadernos, canetas e lápis",A papelaria vende caixas de presente,0,[],[],0,False,[],[],0,False
A sobrancelha passa por uma transformação visível quando é aplicada henna,A henna é popularmente usada como um substituto natural para tinturas químicas em salões de beleza,0,[],[],0,False,[],[],0,False
Uma mulher jovem está sentada no sofá com a cabeça apoiada sobre os braços,Uma mulher jovem está de pé ao lado do sofá.,0,[],[],0,False,[],[],0,False
A parte interna do ônibus está sendo mostrada,O ônibus está em movimento,0,[],[],0,False,[],[],0,False
As crianças estão nos brinquedos que estão sendo guardados na caixa de armazenamento,As crianças estão usando roupas coloridas.,0,[],[],0,False,[],[],0,False
Um celular exibe uma conversa entre duas pessoas,Um celular está mostrando a hora atual,0,[],[],0,False,[],[],0,False
"O gato de pelagem desgastada se equilibra nos membros posteriores, pronto para dar o bote",O gato de pelagem desgastada está dormindo tranquilamente,0,[],[],0,False,[],[],0,False
Vários componentes estão sendo combinados em um tubo de ensaio por um cientista,O cientista está usando óculos de segurança e jaleco branco,0,[],[],0,False,[],[],0,False
"Uma família composta por um homem, uma mulher e duas crianças está em casa",Existem quatro pessoas na casa.,1,[],[],0,False,[],[],0,False
Dois enfermeiros estão colaborando no trabalho,Existe uma colaboração entre os enfermeiros no ambiente de trabalho,1,[],[],0,False,[],[],0,False
Três bancos coloridos com pés de madeira estão dispostos junto a um vaso com plantas,Os bancos coloridos estão dispostos em um jardim.,0,[],[],0,False,[],[],0,False
Um garoto está rindo enquanto brinca com bolhas de sabão e um gato.,"O garoto está chorando, enquanto observa bolhas de sabão e um gato parados.",0,[],[],0,False,[],[],0,False
Uma moça está comemorando sua aprovação na universidade federal,Uma moça está alegre por ter sido aprovada em uma instituição de ensino superior.,1,[],[],0,False,[],[],0,False
"Quatro amigos estão nadando no mar, longe do penhasco","Quatro amigos estão se divertindo no mar, perto de um recife de coral.",0,[],[],0,False,[],[],0,False
Um bando de turistas europeus está jantando em um bistrô,Um bando de turistas europeus está almoçando em um bistrô,0,[],[],0,False,[],[],0,False
"Uma mulher está sorrindo com a cabeça voltada para o lado, posicionada em frente a diversos quadros de pintura coloridos",Uma mulher está chorando em frente a diversos quadros de pintura coloridos,0,[],[],0,False,[],[],0,False
Agentes de trânsito estão presentes em uma área com carros estacionados e cones de sinalização,Há agentes de trânsito em uma área com veículos estacionados e sinalização de cones.,1,[],[],0,False,[],[],0,False
Um estojo antigo contém vários lápis arrumados lado a lado em uma vista em preto e branco,Há um estojo antigo com vários lápis organizados em preto e branco.,1,[],[],0,False,[],[],0,False
Duas atletas estão posando com um troféu e medalhas,As duas atletas estão vestindo uniformes azuis,0,[],[],0,False,[],[],0,False
"Duas saias curtas, uma preta e uma vermelha, estão à venda na loja",Não há saias à venda na loja.,0,[],[],0,False,['Não'],['não'],1,True
Um homem está sentado em uma escada segurando um copo de leite e uma maçã-verde,O homem gosta de comer frutas.,0,[],[],0,False,[],[],0,False
Três gatos no jardim estão se divertindo com uma bola de lã,Três gatos estão brincando com um brinquedo no jardim,1,[],[],0,False,[],[],0,False
A capa do livro é empunhada pelo comentarista de TV sugerindo a leitura,O comentarista de TV está criticando o livro.,0,[],[],0,False,[],[],0,False
O homem com uma bermuda estampada de azul gosta de esportes radicais.,O homem com a bermuda estampada de azul desgosta de atividades radicais.,0,[],[],0,False,['desgosta'],['desgostar'],1,True
A senhora celebra seu aniversário com todos os seus familiares,A senhora está recebendo presentes de aniversário.,0,[],[],0,False,[],[],0,False
"Um pote de sorvete está sobre uma mesa de madeira, cercado por várias framboesas que indicam seu sabor",O pote de sorvete está vazio e não tem nenhuma framboesa ao seu redor.,0,[],[],0,False,"['não', 'nenhuma']","['não', 'nenhum']",2,True
Um gato preto está subindo em uma árvore.,O gato preto está caçando um pássaro,0,[],[],0,False,[],[],0,False
O gato está arranhando um sofá,O sofá está sendo danificado pelo gato.,1,[],[],0,False,[],[],0,False
O momento de troca dos botões no blazer verde é registrado,Os botões do blazer verde estão sendo trocados,1,[],[],0,False,[],[],0,False
Uma convidada está sorrindo no estúdio da rádio,A convidada no estúdio da rádio está usando um vestido preto,0,[],[],0,False,[],[],0,False
Uma mulher loira de cabelo ondulado está passando condicionador no seu cabelo,A mulher loira de cabelo ondulado está cortando seu cabelo,0,[],[],0,False,[],[],0,False
Uma mulher não está descascando uma cebola,A mulher não está preparando uma cebola para cozinhar,1,['não'],['não'],1,True,['não'],['não'],1,True
Três gatos estão brincando juntos.,Existe um grupo de gatos se divertindo.,1,[],[],0,False,[],[],0,False
Várias pessoas estão percorrendo a floresta que é bela e coberta de folhas outonais,Existe um grupo de pessoas caminhando em um cenário de outono.,1,[],[],0,False,[],[],0,False
Uma mulher está regando as plantas do seu jardim,Uma mulher está sentada no banco do seu jardim,0,[],[],0,False,[],[],0,False
Uma criança está se divertindo com seu joguinho favorito,A criança está gostando de jogar seu jogo favorito,1,[],[],0,False,[],[],0,False
Profissionais da saúde estão trabalhando na central de atendimento,Os profissionais da saúde estão lanchando na cafeteria,0,[],[],0,False,[],[],0,False
Um estudo afirma que assistir a filmes de terror pode melhorar o humor e promover relaxamento,"Ver filmes de terror pode ter efeitos positivos no humor e relaxamento, segundo uma pesquisa",1,[],[],0,False,[],[],0,False
Duas grandes oliveiras são iluminadas pelo sol,As oliveiras estão sob a luz do sol,1,[],[],0,False,[],[],0,False
A mulher está assistindo televisão,A mulher está bebendo café,0,[],[],0,False,[],[],0,False
O cão está brincando com uma bola vermelha no jardim,O cão é de raça labrador.,0,[],[],0,False,[],[],0,False
Um card holográfico apresenta emojis e um tênis preto e rosa centralizado,O tênis preto e rosa no card é uma edição limitada.,0,[],[],0,False,[],[],0,False
Não existe nenhuma mulher preparando a salada,Há uma mulher preparando a salada.,0,"['Não', 'nenhuma']","['não', 'nenhum']",2,True,[],[],0,False
Uma caixa plástica para organização contém várias linhas de meada desarrumadas,A caixa plástica está desorganizada com várias meadas de linha,1,['desarrumadas'],['desarrumar'],1,True,[],[],0,False
Uma criança possui um carrinho de brinquedo vermelho,Há uma menina brincando com um carrinho de brinquedo azul,0,[],[],0,False,[],[],0,False
"Os viajantes estão caminhando pela trilha próxima a um lago cristalino, que é encantador",Os viajantes estão próximo a um lago.,1,[],[],0,False,[],[],0,False
Um gato não está pulando atrás de um novelo de lã,O gato está deitado no sofá.,0,['não'],['não'],1,True,[],[],0,False
Uma garota audaz está conduzindo seu skate pelas ladeiras íngremes da cidade,A garota audaz está com medo de andar de skate,0,[],[],0,False,[],[],0,False
A tigela contém mamão e bananas e está parcialmente coberta por um pano de cera de abelha com estampa de melancia,A tigela contém frutas e está parcialmente coberta.,1,[],[],0,False,[],[],0,False
O rapaz comemora seu sexto aniversário,O rapaz recebeu muitos presentes em seu aniversário,0,[],[],0,False,[],[],0,False
Uma pessoa com chapéu vermelho está em um deserto.,Alguém está em um deserto vestindo um chapéu vermelho.,1,[],[],0,False,[],[],0,False
Oito alunos estão reunidos ao redor do jogo com a presença do professor,Oito alunos estão reunidos ao redor do jogo sem a presença do professor,0,[],[],0,False,['sem'],['sem'],1,True
O homem está preparando verduras.,O homem está descansando e não está tocando em nada.,0,[],[],0,False,"['descansando', 'não', 'nada']","['descansar', 'não', 'nada']",3,True
"Uma mulher está de costas, vestindo um vestido preto e um chapéu",A mulher está de frente e não está usando chapéu.,0,[],[],0,False,['não'],['não'],1,True
"A psicológa está falando que ter amor próprio não é ser egoísta, é importante","Ter amor próprio é importante e não é egoísmo, de acordo com a psicóloga.",1,['não'],['não'],1,True,['não'],['não'],1,True
"Várias mulheres, principalmente vestindo camisas cor de rosa, estão dançando",As mulheres estão dançando ao som de salsa,0,[],[],0,False,[],[],0,False
O sujeito está a cantar com um casaco pesado,O sujeito está cantando uma canção pop.,0,[],[],0,False,[],[],0,False
Nenhum pão está sendo preparado.,Não há pão no forno.,1,['Nenhum'],['nenhum'],1,True,['Não'],['não'],1,True
Um copo de chopp com pouco colarinho está sobre uma mesa de madeira em um ambiente com iluminação suave,Há um copo de chopp em uma mesa de madeira,1,[],[],0,False,[],[],0,False
A pessoa tirou uma rara selfie de si mesma com maquiagem e cabelo arrumado,Alguém se fotografou com maquiagem e cabelo bem produzidos.,1,[],[],0,False,[],[],0,False
Uma empresária analisa vários dados apresentados na tela do seu computador,A empresária está trabalhando em seu computador,1,[],[],0,False,[],[],0,False
A mulher está vestindo uma roupa de mergulho vermelha,A mulher tem cabelos loiros,0,[],[],0,False,[],[],0,False
Dois produtos para pele estão sendo vendidos para a mulher de azul,A mulher de azul não está comprando nada,0,[],[],0,False,"['não', 'nada']","['não', 'nada']",2,True
Na infância ela andava de bicicleta sorrindo,Ela tinha um sorriso no rosto enquanto pedalava uma bicicleta quando era criança,1,[],[],0,False,[],[],0,False
A mulher está se preparando para um mergulho submarino,A mulher está se preparando para um salto de paraquedas,0,[],[],0,False,[],[],0,False
Uma meia aliança com nove pedras turmalina rosa está sobre uma folha verde,A meia aliança tem pedras de diamante.,0,[],[],0,False,[],[],0,False
Ela retira uma caixinha de fio dental da bolsa,Ela tira uma escova de dentes da bolsa.,0,[],[],0,False,[],[],0,False
Não é possível ver um coala pendurado.,Existe um coala visível pendurado na árvore.,0,['Não'],['não'],1,True,[],[],0,False
Seis pessoas estão próximas a pés de licuri em um ambiente de solo seco e pouca vegetação,Existem pássaros voando ao redor das pessoas,0,[],[],0,False,[],[],0,False
Não existe nenhum pássaro voando dentro de um microondas,Dentro de um microondas não há pássaros voando,1,"['Não', 'nenhum']","['não', 'nenhum']",2,True,['não'],['não'],1,True
A fachada da farmácia foi atingida por um princípio de incêndio,A parte interna da farmácia está intacta.,0,[],[],0,False,[],[],0,False
"Um conjunto feminino infantil, composto por uma camiseta rosa e calça preta, está à venda",Há um conjunto de roupas para meninas disponível para compra,1,[],[],0,False,[],[],0,False
"A pessoa está sorrindo e olhando de lado, com o cabelo no topo da cabeça",A pessoa está segurando uma xícara de café,0,[],[],0,False,[],[],0,False
Crianças se divertem comendo uma massa preparada com a assistência de um chef de cozinha,As crianças estão se divertindo cozinhando a massa sozinhas.,0,[],[],0,False,[],[],0,False
Atletas estão lutando em uma partida enquanto crianças vestindo kimono assistem,Existem crianças observando uma luta de atletas,1,[],[],0,False,[],[],0,False
Uma melodia de violino está sendo executada por um jovem garoto,Um jovem garoto está tocando uma melodia de violino,1,[],[],0,False,[],[],0,False
Dois homens vestidos de terno e gravata estão na entrada do prédio,Dois homens vestidos de terno e gravata estão discutindo na entrada do prédio,0,[],[],0,False,[],[],0,False
O peixe é de uma espécie rara,O peixe é colorido.,0,[],[],0,False,[],[],0,False
Um dedo polegar está posicionado sobre um cartão prateado que possui inscrições em braile,O cartão prateado está numa mesa de madeira.,0,[],[],0,False,[],[],0,False
A empresa de aviação possui um airbus em sua frota,A empresa de aviação não possui nenhum avião,0,[],[],0,False,"['não', 'nenhum']","['não', 'nenhum']",2,True
Um carro vermelho está estacionado na frente de um edifício alto,Há um carro estacionado na frente de um prédio,1,[],[],0,False,[],[],0,False
"A pessoa está sorrindo e olhando de lado, com o cabelo no topo da cabeça","A pessoa está séria e olhando para frente, com o cabelo solto",0,[],[],0,False,[],[],0,False
Não existe nenhum leão caçando na floresta tropical,Há tigres na floresta tropical,0,"['Não', 'nenhum']","['não', 'nenhum']",2,True,[],[],0,False
O garoto de óculos escuros está usando uma bermuda na piscina,O garoto de óculos escuros está sem roupa.,0,[],[],0,False,['sem'],['sem'],1,True
As ações de alguém servem de inspiração para outras pessoas,Alguém está realizando ações altruístas,0,[],[],0,False,[],[],0,False
"Indígenas estão sendo orientados e vacinados, enquanto leitos são preparados para isolamento",Os indígenas estão recusando a vacina e o isolamento,0,[],[],0,False,['recusando'],['recusar'],1,True
A mulher está esperando uma ligação.,A mulher não está esperando uma ligação.,0,[],[],0,False,['não'],['não'],1,True
Um bolo está sendo preparado por uma mulher,A mulher está preparando cupcakes,0,[],[],0,False,[],[],0,False
Um smartphone exibe um possível cartão interativo de uma empresa,Há um cartão interativo de uma empresa sendo exibido em um smartphone,1,[],[],0,False,[],[],0,False
"Um grupo nordestino está tocando instrumentos tradicionais, incluindo sanfona, pandeiro, zabumba e triângulo","Há pessoas tocando sanfona, pandeiro, zabumba e triângulo",1,[],[],0,False,[],[],0,False
Um garoto está brincando com seu cachorro no quintal,Um garoto está brincando com seu gato no quintal,0,[],[],0,False,[],[],0,False
Um estudo revela que jovens homossexuais têm cinco vezes mais probabilidade de cometer suicídio do que jovens heterossexuais,Jovens heterossexuais têm uma taxa de suicídio maior do que jovens homossexuais.,0,[],[],0,False,[],[],0,False
Dois profissionais estão conduzindo uma entrevista com uma pessoa,Os profissionais estão discutindo entre si antes da entrevista,0,[],[],0,False,[],[],0,False
A bailarina tem um vestido azul,A bailarina está vestindo vermelho.,0,[],[],0,False,[],[],0,False
Um macaquinho feminino verde de alças finas está disposto sobre uma cama com lençol rosa,Não há macaquinho verde na cama de lençol rosa.,0,[],[],0,False,['Não'],['não'],1,True
Uma mulher está lançando uma bola de beisebol no estádio,A mulher é uma jogadora profissional de beisebol.,0,[],[],0,False,[],[],0,False
Alunos estão cuidando e dando banho em seus animais de estimação,Alunos estão negligenciando seus animais de estimação.,0,[],[],0,False,[],[],0,False
Não há ninguém esquiando em uma montanha coberta de neve,A montanha coberta de neve é bonita.,0,"['Não', 'ninguém']","['não', 'ninguém']",2,True,[],[],0,False
Um bolo pequeno de chocolate é decorado com granulado colorido e pitangas de brigadeiro de chocolate,O bolo de chocolate é muito saboroso.,0,[],[],0,False,[],[],0,False
Uma raposa está pulando em um campo coberto de geada,A raposa está fazendo um movimento de salto no campo frio.,1,[],[],0,False,[],[],0,False
A mulher está descascando uma batata,A mulher está preparando o jantar.,0,[],[],0,False,[],[],0,False
Um enorme gato cinza está deitado no sofá com um laço verde e brinca com um novelo amarelo,O gato cinza está brincando com um novelo de lã amarela no sofá,1,[],[],0,False,[],[],0,False
Um veleiro está deslizando suavemente através das profundezas azuis do oceano sob a luz dourada do sol poente,O veleiro está atracado no porto durante a noite,0,[],[],0,False,[],[],0,False
Atletas estão congregados no meio de um tatame,Não há atletas no tatame,0,[],[],0,False,['Não'],['não'],1,True
A bicicleta está subindo a montanha em um ritmo lento.,A bicicleta está descendo a montanha rapidamente.,0,[],[],0,False,[],[],0,False
O momento de troca dos botões no blazer verde é registrado,O blazer verde com novos botões está pendurado em uma cadeira,0,[],[],0,False,[],[],0,False
O poeta argumenta que a interação com uma pessoa pode ser dolorosa ou prejudicial,"Segundo o poeta, interagir com pessoas é sempre agradável e benéfico",0,[],[],0,False,[],[],0,False
"Dentro de uma estufa de salgados, há uma embalagem branca e laranja contendo alguns pastéis fritos",Há uma caixa de suco ao lado da estufa de salgados.,0,[],[],0,False,[],[],0,False
"Um cartão verde apresenta informações como bairro, serviço oferecido, contato de telefone e uma foto do produto produzido",O cartão verde não apresenta nenhuma informação,0,[],[],0,False,"['não', 'nenhuma']","['não', 'nenhum']",2,True
Duas crianças estão se divertindo enquanto brincam em um rio cercado pela natureza,As crianças estão entediadas enquanto brincam no rio.,0,[],[],0,False,[],[],0,False
O homem não está cortando um tomate com uma tesoura,O homem está cortando um tomate com uma tesoura,0,['não'],['não'],1,True,[],[],0,False
Uma mulher está acariciando as teclas do piano,A mulher toca piano em uma banda de jazz,0,[],[],0,False,[],[],0,False
Duas mulheres estão acampando perto de um lago com suas canoas ao lado,As mulheres estão fazendo uma fogueira,0,[],[],0,False,[],[],0,False
Uma adolescente está interagindo com um tablet,A adolescente utiliza um smartphone para fazer chamadas.,0,[],[],0,False,[],[],0,False
O garoto está lançando pedras em um extenso lago azul,O garoto está jogando pedras no lago,1,[],[],0,False,[],[],0,False
Um coração é formado usando as cores verde e vermelho,O coração é formado usando as cores azul e amarelo,0,[],[],0,False,[],[],0,False
Um policial está abordando um motorista de um veículo de passeio durante uma operação policial,O motorista do veículo de passeio está indo para o trabalho.,0,[],[],0,False,[],[],0,False
A pessoa está pedindo para ser um instrumento de paz para um poder superior,A pessoa está orando por paz,1,[],[],0,False,[],[],0,False
Uma mãe feliz segura seu filho bebê enquanto considera o uso de probióticos para tratar cólica,A mãe está segurando seu filho bebê mas não está considerando o uso de probióticos,0,[],[],0,False,['não'],['não'],1,True
"Aos pés de um espantalho está um passarinho morto, intoxicado por agrotóxicos",Um pássaro morreu por causa de pesticidas,1,[],[],0,False,[],[],0,False
A recrutadora está analisando vários perfis de profissionais em uma prancheta,A recrutadora está verificando informações de diversos profissionais em uma prancheta.,1,[],[],0,False,[],[],0,False
Um gato rajado está olhando para o passarinho pousado sobre o muro da divisa,Um gato rajado está dormindo na grama do jardim,0,[],[],0,False,[],[],0,False
A atração na praça do parque consiste em um pula-pula e uma torre de 7 metros de altura,A praça do parque possui somente brinquedos para bebês,0,[],[],0,False,[],[],0,False
O gato branco tem olhos azuis.,O gato tem olhos azuis.,1,[],[],0,False,[],[],0,False
Café expresso e café instantâneo orgânico estão disponíveis em uma prateleira de mercado,"Existem duas variedades de café, expresso e instantâneo orgânico, à venda em uma prateleira de mercado",1,[],[],0,False,[],[],0,False
"Um homem branco, de cabelo e barba loiros, está em consulta com um oftalmologista realizando um exame de fundo de olho",O homem de cabelo e barba loiros está em consulta com um cardiologista,0,[],[],0,False,[],[],0,False
Um menino minúsculo de plástico está em um pequeno barco de brinquedo,Um menino de plástico muito pequeno se encontra em um barquinho de brinquedo,1,[],[],0,False,[],[],0,False
Um homem de máscara está com folhas e uma caneta,"Não há nenhum homem com máscara, folhas e uma caneta",0,[],[],0,False,"['Não', 'nenhum']","['não', 'nenhum']",2,True
A sobrancelha passa por uma transformação visível quando é aplicada henna,A sobrancelha permanece inalterada após a aplicação de henna,0,[],[],0,False,[],[],0,False
"No último dia da promoção, a compra de quatro batons garante ao cliente uma bolsinha de crochê como brinde","No último dia da promoção, a compra de quatro batons não dá direito a nenhum brinde.",0,[],[],0,False,"['não', 'nenhum']","['não', 'nenhum']",2,True
Um pica-pau-de-cabeça-dourada está posicionado de lado em alguns galhos de uma árvore,O pica-pau está cantando.,0,[],[],0,False,[],[],0,False
Versos são escritos em uma página de livro,Os versos estão sendo escritos por um poeta famoso,0,[],[],0,False,[],[],0,False
A ave com penas coloridas está voando graciosamente,A ave é um papagaio.,0,[],[],0,False,[],[],0,False
O aplicativo de treinos em casa está elogiando meu progresso,Estou tendo progresso nos meus treinos em casa.,1,[],[],0,False,[],[],0,False
O homem está temperando o peixe cuidadosamente,O homem está preparando um peixe.,1,[],[],0,False,[],[],0,False
Vários ingredientes e acompanhamentos estão dispostos para serem colocados em um box,Há ingredientes preparados para montar o box.,1,[],[],0,False,[],[],0,False
Dois homens com sungas estão na orla rochosa,Os homens estão usando roupas de inverno na orla rochosa.,0,[],[],0,False,[],[],0,False
O texto sugere a universalização do acesso às mídias sociais,O texto menciona o uso de smartphones,0,[],[],0,False,[],[],0,False
Um balde com gelo contém latas de guaraná e está sobre uma toalha xadrez,A toalha xadrez é de cor azul e branca.,0,[],[],0,False,[],[],0,False
Uma mãe está orientando sua filha enquanto ela desenha,A filha tem um irmão mais novo.,0,[],[],0,False,[],[],0,False
O homem está colocando tomates na salada.,O homem não está utilizando tomates em sua salada,0,[],[],0,False,['não'],['não'],1,True
Três produtos para sobrancelhas são exibidos por uma modelo,A modelo não tem nenhum produto de maquiagem com ela.,0,[],[],0,False,"['não', 'nenhum']","['não', 'nenhum']",2,True
A cantora é vista junto ao deputado,A cantora e o deputado foram vistos juntos,1,[],[],0,False,[],[],0,False
Um guarda-volumes está disponível para segurança e conforto dos usuários,Existe um local para guardar pertences.,1,[],[],0,False,[],[],0,False
Não há ninguém preparando salada na cozinha,Há alguém preparando sopa na cozinha,0,"['Não', 'ninguém']","['não', 'ninguém']",2,True,[],[],0,False
Um modelo veste uma camiseta cinza e uma jaqueta preta com zíper no meio e nas mangas,O modelo está vestindo uma camisa azul e uma jaqueta branca.,0,[],[],0,False,[],[],0,False
O inventário e a regularização de bens imóveis são requisitos necessários para a continuação de uma ação envolvendo casas de papel,A ação envolvendo casas de papel pode continuar sem a regularização e inventário de bens imóveis.,0,['imóveis'],['imóvel'],1,True,"['sem', 'imóveis']","['sem', 'imóvel']",2,True
O menino de casaco azul está se molhando na chuva,O menino de casaco azul está na chuva,1,[],[],0,False,[],[],0,False
A rua asfaltada tem carros e uma van parados sob um céu aberto,Há veículos parados na rua asfaltada sob um céu sem nuvens,1,[],[],0,False,"['parados', 'sem']","['parar', 'sem']",2,True
Uma mulher está dançando fervorosamente,A mulher está sentada quietamente.,0,[],[],0,False,[],[],0,False
As promoções estão ocorrendo de forma intensa e contínua,Existem muitas ofertas disponíveis de modo constante,1,[],[],0,False,[],[],0,False
"Uma mulher está agachada em um gramado com uma bola, em preto e branco",Uma mulher está correndo em um gramado com uma bola,0,[],[],0,False,[],[],0,False
Um gato está no sofá,Não há gatos na casa.,0,[],[],0,False,['Não'],['não'],1,True
Um balde de metal está sendo segurado por uma mulher de luvas vermelhas,Uma mulher de luvas vermelhas está segurando um balde de metal,1,[],[],0,False,[],[],0,False
Não tem nenhum homem cortando uma cebola,Um homem está fatiando uma cebola.,0,"['Não', 'nenhum']","['não', 'nenhum']",2,True,[],[],0,False
Cinco jogadores compartilham o campo com uma multidão apaixonada na arquibancada,Cinco jogadores estão organizando uma reunião no centro do campo,0,[],[],0,False,[],[],0,False
A pessoa está usando óculos escuros e o vento está movendo seu cabelo para o lado,Um homem está andando com seu cachorro.,0,[],[],0,False,[],[],0,False
Todos os ex-governadores estão recebendo pensão,Os ex-governadores estão vivendo confortavelmente.,0,[],[],0,False,[],[],0,False
"Várias pessoas estão de pé, segurando um documento, posando para uma foto",Ninguém está posando para uma foto.,0,[],[],0,False,['Ninguém'],['ninguém'],1,True
"Brigadeiros são servidos em duas bandejas retangulares, cercados por confetes e serpentinas",Os brigadeiros estão sendo servidos em uma bandeja redonda.,0,[],[],0,False,[],[],0,False
O tweet sugere que a excessiva preocupação com as consequências pode limitar a própria felicidade,O tweet afirma que a preocupação com as consequências aumenta a felicidade.,0,[],[],0,False,[],[],0,False
Um pacote de tapioca orgânica de quatrocentas gramas está posicionado em uma bancada verde,O pacote de tapioca orgânica é da marca sem glúten.,0,[],[],0,False,['sem'],['sem'],1,True
"Um manequim está vestido com calça preta, cinto preto e blusa de viscose preta com estampa floral","Um manequim está usando uma roupa toda preta, composta por calça, cinto e uma blusa de viscose com estampa floral",1,[],[],0,False,[],[],0,False
O indivíduo está assistindo televisão.,O indivíduo está sentado confortavelmente no sofá.,0,[],[],0,False,[],[],0,False
Uma jovem está posicionada entre uma porta com uma perna estendida e os braços apoiados nos batentes,A jovem está sentada em uma cadeira,0,[],[],0,False,[],[],0,False
Um atleta correndo em direção a um árbitro que segura uma bola de basquete,O atleta está sentado descansando.,0,[],[],0,False,['descansando'],['descansar'],1,True
O perfume do homem está guardado no seu armário pessoal,O homem guarda seu perfume no armário pessoal,1,[],[],0,False,[],[],0,False
O homem usava um macacão laranja e óculos de proteção.,Um indivíduo estava vestindo um macacão laranja e portava óculos de segurança,1,[],[],0,False,[],[],0,False
Três amigos estão caminhando exaustos pelo deserto escaldante enquanto o sol está se elevando,Os três amigos estão usando chapéus.,0,[],[],0,False,[],[],0,False
Um menino está atravessando a praça e um ônibus está freando,Nenhum ônibus está em movimento na praça.,0,[],[],0,False,['Nenhum'],['nenhum'],1,True
"Dentro de uma estufa de salgados, há uma embalagem branca e laranja contendo alguns pastéis fritos",Existem pastéis fritos numa embalagem branca e laranja na estufa de salgados.,1,[],[],0,False,[],[],0,False
O aparelho de tomografia foi colocado em uma sala com paredes e chão brancos,O aparelho de tomografia está em uma sala com paredes e chão pretos,0,[],[],0,False,[],[],0,False
Uma casa possui uma placa indicando que oferece atendimento domiciliar,A casa não fornece nenhum tipo de atendimento domiciliar,0,[],[],0,False,"['não', 'nenhum']","['não', 'nenhum']",2,True
Os gatos estão dormindo no sofá.,O sofá é de cor vermelha.,0,[],[],0,False,[],[],0,False
O post apresenta cinco ferramentas de marketing digital ilustradas,O post também apresenta ferramentas de marketing offline,0,[],[],0,False,[],[],0,False
O gato está entre os arbustos.,Um felino está se escondendo entre a vegetação.,1,[],[],0,False,[],[],0,False
Uma planta e um recipiente de medicamento estão na prateleira,A prateleira está vazia.,0,[],[],0,False,[],[],0,False
Um gato branco está caminhando cautelosamente por um caminho de pedras,O gato branco está correndo em um campo aberto,0,[],[],0,False,[],[],0,False
Indivíduos com maior sensibilidade ao álcool têm menor probabilidade de se tornarem dependentes dessa substância,Indivíduos com maior sensibilidade à cafeína têm maior probabilidade de se tornarem dependentes dessa substância,0,[],[],0,False,[],[],0,False
Um estudo afirma que indivíduos que demoram para acordar possuem maior inteligência,Indivíduos que dormem mais têm mais sonhos.,0,[],[],0,False,[],[],0,False
Uma máquina está realizando a limpeza da areia,A máquina está desligada e parada,0,[],[],0,False,['parada'],['parar'],1,True
"Um gato está equilibrado em um galho, aguardando pela presa","O gato está dormindo, sem interesse em caçar",0,[],[],0,False,['sem'],['sem'],1,True
A equipe santista exibe orgulhosamente o troféu e as medalhas que ganhou,A equipe santista não ganhou nenhum prêmio.,0,[],[],0,False,"['não', 'nenhum']","['não', 'nenhum']",2,True
A mãe orienta o filho como usar a escova dental corretamente,O filho já sabe perfeitamente como usar a escova dental.,0,[],[],0,False,[],[],0,False
Um carro capotado é observado através de um retrovisor,"O carro capotado está sendo observado diretamente, sem usar o retrovisor.",0,[],[],0,False,['sem'],['sem'],1,True
Um barco está sendo ancorado no porto,O capitão do barco está vestindo um casaco azul.,0,[],[],0,False,[],[],0,False
Um tutorial ao vivo sobre como fazer teatro de sombras em casa será realizado na praça principal,Haverá um tutorial ao vivo na praça principal.,1,[],[],0,False,[],[],0,False
Pessoas são representadas em um desenho dentro de uma casa,Há pessoas em uma casa,1,[],[],0,False,[],[],0,False
A descrição alternativa foi selecionada para a semana,A descrição foi deixada de lado nesta semana.,0,[],[],0,False,[],[],0,False
Duas fadas estão espalhando sonhos nas crianças adormecidas,Crianças adormecidas estão tendo pesadelos.,0,[],[],0,False,[],[],0,False
Uma aluna está sentada enquanto outros alunos assistem em pé,Uma aluna não está em pé enquanto outros alunos assistem,1,[],[],0,False,['não'],['não'],1,True
"As atletas da seleção demonstram união ao colocarem suas mãos juntas, uma sobre as outras",As atletas da seleção estão demonstrando união entre elas,1,[],[],0,False,[],[],0,False
O surfista não está deslizando sobre uma onda gigante,O surfista está surfando em uma onda gigante.,0,['não'],['não'],1,True,[],[],0,False
