premise,hypothesis,label,negation_type
Um homem está conversando,Um homem não está cantando.,1,syn
O papagaio está falando no microfone,O papagaio não está silencioso em frente ao microfone,1,syn
Uma mulher está vestindo uma touca egípcia,Não é um homem egípcio que está vestindo uma touca de mulher.,1,syn
Uma mulher está passando maquiagem cuidadosamente,A mulher não está saindo da loja.,1,syn
Não tem nenhuma criança segurando uma pistola de água,Não há criança segurando uma pistola de água,1,syn
Uma mulher está picando brócolis,A mulher não está picando cenoura.,1,syn
Dois homens estão segurando bicicletas e parados ao lado de uma estrada coberta de neve,Dois homens estão fazendo uma pausa da viagem em uma estrada nevada.,1,syn
Um homem está falando,Um homem não está em silêncio.,1,syn
Um homem está caminhando do lado de fora,Um homem não está deitado.,1,syn
Uma menina está nua e está de pé na grama,Uma menina não está usando uma camisa rosa que tem escrita branca e não está sentada na grama.,1,syn
Um avião de desenho animado está decolando,Um avião de desenho animado não está no solo.,1,syn
Uma criança está perdendo uma bola de beisebol,Uma criança não está segurando uma bola de beisebol.,1,syn
Uma pessoa está escovando um gato,Uma pessoa não está deixando o pelo de um gato intacto.,1,syn
Uma mulher está quebrando um ovo em uma tigela,A mulher não está quebrando nada além de um ovo.,1,syn
Um gato está bebendo leite avidamente,O gato não está sem sede.,1,syn
Não tem nenhuma mulher cortando uma cebola,Nenhuma mulher está cortando cebolas em cubos,1,syn
Um violão está sendo tocando por um homem,Nenhum homem está tocando uma flauta enquanto está tocando o violão.,1,syn
Uma mulher está colocando maquiagem,Uma mulher não está tirando maquiagem.,1,syn
Um avião está pousando,Um avião não está voando em altitude de cruzeiro.,1,syn
Um homem está caminhando do lado de fora,Um homem não está nadando.,1,syn
Um homem está tocando um trompete,O homem não está tocando outro instrumento além do trompete.,1,syn
Um pai está jogando a filha na piscina,Um pai não está colocando sua filha em uma piscina.,1,syn
Uma menina está usando uma camisa rosa que tem escrita branca e está ficando deitada na grama,Uma menina não está nua e não está sentada na grama.,1,syn
Uma mulher está ralando cenouras,Uma mulher não está plantando cenouras.,1,syn
Uma mulher não está encenando uma dança,Uma mulher não está dançando.,1,syn
Um homem está sentado no bosque,O homem não está de pé no bosque.,1,syn
Um homem está ligando o micro-ondas,Um homem não está desligando o micro-ondas.,1,syn
Uma harpa está sendo tocada com um chapéu por um homem,Um homem não está tocando um violão com um chapéu.,1,syn
Pessoas não estão jogando críquete,Ninguém está jogando críquete.,1,syn
Uma mulher está dirigindo um carro e está conversando com o homem que está sentado ao seu lado,Uma mulher está dirigindo um carro e não está ignorando o homem que está sentado ao lado dela.,1,syn
O homem tem uma janela de tempo para se limpar,O homem não precisa tomar banho agora.,1,syn
Um cachorro branco e um cachorro preto estão correndo lado a lado na grama verde,Um cachorro preto e um branco não estão parados na grama.,1,syn
Um homem está caindo de um cavalo em uma pista e está jogado na natureza,Um homem não está cavalgando em um cavalo numa pista na natureza.,1,syn
Não tem nenhum time jogando futebol de campo,Não há nenhuma equipe jogando futebol de campo.,1,syn
Uma mulher está removendo cosméticos de sua pálpebra,A mulher não está aplicando maquiagem.,1,syn
Um bebê está engatinhando feliz,Um bebê não está chorando.,1,syn
Algumas pessoas estão flutuando em um bote,Não há pessoas sozinhas flutuando em um bote.,1,syn
Um canguru está pegando o bebê da mulher,A mulher não está pegando o bebê do canguru.,1,syn
Não tem nenhum homem falando no palco,Não há homem falando em um palco,1,syn
Um homem está descansando,Um homem não está correndo.,1,syn
Duas vacas estão lutando em um pasto perto de um homem,Nenhum homem está lutando em um pasto perto de duas vacas.,1,syn
Uma mulher está preparando um ovo em uma sautese,Uma mulher não está assando um bolo no forno.,1,syn
Dois homens com bicicletas estão do lado de uma estrada nevada,Dois homens não estão pedalando em uma estrada nevada.,1,syn
Não tem nenhum homem fatiando cebola,Nenhuma cebola está sendo cortada por um homem,1,syn
Um homem está tocando um violão elétrico,Um homem não está tocando bateria.,1,syn
Duas pessoas estão na neve sem usar roupas que proporcionam camuflagem,"Duas pessoas estão na neve, não usando roupas que oferecem camuflagem",1,syn
A senhora está fatiando a carne,A senhora não está assando um bolo no forno.,1,syn
Uma mulher está tirando dois ovos de uma panela com água,Uma mulher não está colocando dois ovos dentro de uma panela sem água.,1,syn
Um homem está dançando com um capacete usado,Um homem está dançando e não está usando um capacete novo.,1,syn
Três crianças asiáticas estão dançando e um homem está olhando,Três crianças asiáticas estão dançando e um homem não está olhando para outro lugar.,1,syn
Uma mulher está pensando em um homem,Uma mulher não está pensando em outro homem.,1,syn
Tofu está sendo fatiado por uma mulher,Uma mulher não está cortando a manteiga.,1,syn
A mulher está dançando,Nada indica que o homem está dançando.,1,syn
Um pedaço de madeira está sendo parafusado a uma parede por um homem,Um homem não está pintando uma casa.,1,syn
Dois homens estão segurando um pouco de água em pé perto das varas de pesca,Dois homens não estão segurando varas de pesca e estão de pé perto da água.,1,syn
A bola está sendo enterrada por um homem com uma camisa de time em um jogo de basquete,O jogador está enterrando a bola de basquete e uma multidão não está ao fundo.,1,syn
Um animal está correndo em círculos,Não há certeza de que um esquilo não está correndo em círculos.,1,syn
Uma pessoa que está praticando snowboard cai pelo ar,O praticante de snowboard não está parado na neve.,1,syn
Um menino em um morro coberto de neve está vestindo uma blusa vermelha e um chapéu preto e deslizando nos seus joelhos,Alguma criança está escorregando na neve.,1,syn
Alguém está tocando o violão,Nenhuma mulher está guardando um violão.,1,syn
Duas crianças jovens estão comendo enroladinhos,Duas crianças jovens não estão comendo nada além de enroladinhos.,1,syn
Os dados de cor laranja estão sendo lançados por um cozinheiro para ganhar a pimenta,Um cozinheiro não está lançando pimentas.,1,syn
Uma pessoa está tocando o violão e cantando,Uma pessoa não está tocando um violão elétrico e cantando.,1,syn
Dois homens com um cachorro estão entediando uma multidão de pessoas,Os dois homens não estão fazendo algo interessante na frente de todos.,1,syn
Ninguém está praticando salvamento na água e usando coletes salva-vidas,Ninguém deste grupo de pessoas está praticando salvamento na água e usando coletes salva-vidas.,1,syn
Não há nenhum homem tocando o violão alto,Não há nenhum homem tocando violão alto.,1,syn
Uma mulher está espremendo um limão,Uma mulher não está espremendo nada além de suco de um limão.,1,syn
Violão está sendo tocado por dois homens,Dois homens não estão dançando.,1,syn
Um gato está sentado em um piano,Nada indica que um gato está tocando piano.,1,syn
Uma criança está tocando um instrumento,Uma criança não está quebrando um instrumento.,1,syn
O rinoceronte está pastando na grama,Um rinoceronte não está pastando em um deserto.,1,syn
Uma pessoa não está picando uma cebola,Uma pessoa não está chorando por causa da cebola.,1,syn
Um menino está de pé em uma sala junto a uma lâmpada,Um menino não está tocando um piano.,1,syn
Um homem está rindo,Um homem não está chorando.,1,syn
A mulher está fatiando ervas,A mulher não está guardando o pão.,1,syn
O carro branco de um homem está sendo levado,Um carro branco não está sendo mantido por um homem.,1,syn
Não tem nenhum homem fatiando cebola,Não há nenhum homem fatiando uma cebola.,1,syn
Um cachorro está brincando com um brinquedo,Um cachorro não está mordendo nada que não seja o brinquedo.,1,syn
O homem está cozinhando fatias de batata,O homem não está colhendo batatas.,1,syn
Um menino está enchendo um jarro com água,Um menino não está enchendo uma caneca com água.,1,syn
O homem está embrulhando uma batata,O homem não está descascando a batata.,1,syn
O animal com olhos grandes está comendo,O animal com olhos grandes não está jejuando.,1,syn
Uma tortilha está sendo dobrada por uma pessoa,Ninguém além da pessoa está dobrando a tortilha.,1,syn
Dois meninos estão estudando,Dois meninos não estão jogando vídeo games enquanto estudam.,1,syn
A foto de um homem está sendo tirada perto de um lago,O homem não está configurando a câmera e tirando fotos do pôr-do-sol no lago.,1,syn
Um papagaio está falando,Um papagaio não está em silêncio.,1,syn
"Um cachorro, que é grande e cinza, está derrubando uma bola de sua boca e parando na grama","Um cachorro, que é grande e cinza, não está mais carregando uma bola na boca nem correndo pela grama.",1,syn
Um menino está pendurando uma vara de pesca e correndo na frente de um peixe,Um menino não está correndo na direção oposta à linha de pesca.,1,syn
O homem não está escalando para cima de uma corda,Um homem não está escalando para cima em uma corda,1,syn
Um motociclista de capacete vermelho está andando em uma motocicleta azul pela estrada,O motociclista não está andando de motocicleta sem capacete pela rodovia.,1,syn
Um menino em um escorregador vermelho e preto está vestindo uma jaqueta e um chapéu e tem seus joelhos cobertos de neve,Nenhuma criança está escorregando sem neve.,1,syn
Um homem fazendo exercícios está sendo derrubado,O homem não está fazendo exercícios sem interrupções.,1,syn
Os alunos estão enchendo a sala de aula,Não há assentos suficientes para todos os alunos.,1,syn
Um homem está disparando uma arma,Um homem não está disparando outro tipo de arma.,1,syn
Não tem nenhum cachorro latindo,Não há cachorro latindo,1,syn
Duas equipes estão jogando futebol de campo,Não existem mais do que dois times jogando futebol de campo.,1,syn
Um homem está descendo uma corda,Um homem não está subindo em uma corda.,1,syn
Um homem está tocando um piano,Um homem não está tocando outro instrumento.,1,syn
Dois cachorros de raças diferentes estão se olhando através da rua,Nada está bloqueando a visão dos cachorros ao longo da rua.,1,syn
Um homem está picando manteiga em um recipiente,Nenhuma criança está picando manteiga.,1,syn
Uma lata está sendo mordida por um cachorro,Um cachorro não está abrindo uma garrafa.,1,syn
Uma mulher está misturando ovos,A mulher não está dormindo.,1,syn
Um gato está se afastando de um pouco de milho,Um gato não está interessado em milho.,1,syn
Um homem está em silêncio,Um homem não está falando.,1,syn
Vários nadadores estão pulando na água,Alguns nadadores não estão saindo da piscina.,1,syn
Uma mulher está praticando wakeboard no lago,A mulher não está praticando paddle boarding.,1,syn
Um homem está dançando,Um homem não está parado.,1,syn
Um jogador de pingue-pongue encontra-se com duas pessoas,Duas pessoas não estão jogando pingue-pongue com o jogador.,1,syn
Um grupo de meninos em um quintal está brincando e um homem está de pé ao fundo,Alguns dos meninos não estão brincando perto do homem que está ao fundo.,1,syn
Uma mulher está despejando uma mistura em uma tigela e misturando-a,Uma mulher não está deixando de despejar a mistura em uma tigela e não está deixando de misturá-la.,1,syn
"Um homem de camisa roxa está tingindo de preto outra camisa, que tem estampado um homem olhando para um cachorro fazendo uma cara engraçada",Nenhum homem está fazendo uma pose engraçada enquanto tinge a camisa.,1,syn
O homem não está mexendo o óleo,O homem não está mexendo o óleo,1,syn
Não tem nenhum homem despejando óleo em uma frigideira,Não há homem despejando óleo dentro de uma frigideira,1,syn
A bola de futebol não está entre os pés de um menino que está deitado na grama,Não há nenhuma bola de futebol entre os pés de um menino que está deitado na grama.,1,syn
Um homem está tocando uma flauta,Um homem não está tocando uma guitarra.,1,syn
Uma mulher está rachando alguns ovos em um recipiente,Uma mulher não está rachando ovos em uma superfície plana.,1,syn
Uma mulher está despejando uma mistura em uma tigela e misturando-a,Uma mulher não está brincando de bola na rua.,1,syn
Não tem nenhum texugo cavando a terra astutamente,Nenhum texugo está cavando a terra astutamente,1,syn
Uma pessoa está fatiando uma cenoura em pedaços,Uma pessoa não está comendo os pedaços de uma cenoura.,1,syn
Um gato está tocando um piano,O gato não está tocando cordas.,1,syn
Não tem nenhum cavalo arremessando o vaqueiro de calça vermelha e azul,Nenhum cavalo está arremessando o vaqueiro vestindo calça de cor azul e vermelha,1,syn
A senhora está rachando um ovo para a batedeira,A senhora não está assando um bolo.,1,syn
Um homem está dirigindo um carro,Um homem não está nadando.,1,syn
Crianças em camisas vermelhas estão brincando nas folhas,Crianças de camisas vermelhas não estão paradas nas folhas.,1,syn
Não tem nenhum homem comendo pizza,Nenhum homem está comendo uma pizza,1,syn
Um homem e um menino estão de pé debaixo de umas escadas que estão ao ar livre,Nenhum adulto está dentro de casa conversando com um menino.,1,syn
Alguém está tocando o violão,Alguém não está tocando o piano.,1,syn
Alguns cavalos estão descansando na grama verde,Alguns cavalos não estão correndo sobre a grama verde.,1,syn
A mulher está jogando cebolas fora,Ninguém está guardando as cebolas.,1,syn
Um pequeno grupo de mulheres está segurando uma a outra e dançando junto,Nenhum homem está dançando com elas.,1,syn
Uma mulher está fatiando uma cenoura,Uma mulher não está montando uma salada de frutas.,1,syn
Uma mulher está cortando vegetais,Uma mulher não está cortando carne.,1,syn
Um homem está sentado à mesa discutindo confortavelmente,Um homem não está em pé desconfortavelmente à mesa.,1,syn
Não tem nenhum homem comendo alguma comida,Nenhum homem está comendo.,1,syn
O homem está andando por um caminho através da natureza,Um homem não está parado no meio de uma estrada.,1,syn
O homem não está praticando kickboxing com um treinador,Nenhum homem está chutando outro homem enquanto pratica kickboxing sob orientação de um treinador.,1,syn
Não tem nenhum homem dançando de cabeça para baixo no teto,Nenhum homem está dançando de cabeça para baixo no teto de uma sala.,1,syn
Um homem está guardando um violão,Um homem não está usando um violão.,1,syn
Um gato está preso em um ventilador de teto móvel,Um gato não está livre em um ventilador.,1,syn
"Três jovens homens estão correndo, pulando e chutando perto de uma máquina de venda",Três homens não estão comprando nada de uma máquina de venda.,1,syn
Um homem e uma mulher estão caminhando pela floresta,O homem e a mulher não estão correndo.,1,syn
Um homem tatuado está em um sofá e está segurando um lápis,Um homem tatuado não está usando uma caneta.,1,syn
Não tem nenhum cachorro branco e castanho andando ansiosamente com dificuldade na água,Não tem nenhum cachorro branco e castanho andando ansiosamente na água.,1,syn
Não tem nenhum homem fazendo uma pose sendo observado por outro homem,Não há homem fazendo uma pose sendo observado por outro homem,1,syn
Uma mulher está fatiando uma pimenta grande,Uma mulher não está cozinhando uma pimenta grande.,1,syn
Dois homens estão jogando pingue-pongue,Nenhum pequeno grupo de homens está jogando futebol.,1,syn
Várias crianças estão sentadas e levantam seus joelhos,Nenhuma criança está com os pés tocando o chão.,1,syn
A mulher está despejando óleo na frigideira,A mulher não está tocando um instrumento musical.,1,syn
O homem está encenando em um microfone e está cantando,Nenhum homem está encenando em frente a um microfone e só conversando.,1,syn
Uma mulher está colocando dois ovos dentro de uma panela de água,Uma mulher não está removendo dois ovos de uma panela com água.,1,syn
O menino não está brincando na lama,O menino não está jogando com um dispositivo.,1,syn
A pessoa está fatiando um dente de alho em pedaços,Uma cebola não está sendo cortada em pedaços por uma pessoa.,1,syn
Um homem está afagando um jacaré na boca,Uma pessoa não está dirigindo um carro.,1,syn
Um grupo de crianças em uniformes está parado em um portão e uma está beijando a mãe,Não há nenhuma criança nadando na piscina.,1,syn
Um homem está passando fita em uma caixa cortada,O homem não está descortinando a caixa.,1,syn
O homem no palco está cantando no microfone,O homem não está encenando sem um microfone e está cantando.,1,syn
Quatro crianças estão fazendo ponte no parque,Quatro crianças não estão fazendo pontes em uma área coberta.,1,syn
A mulher está usando óculos e uma touca preta,Uma mulher não está vestindo um chapéu branco.,1,syn
Uma pessoa está cortando uma cebola em pedaços,Uma pessoa não está aumentando o tamanho dos pedaços de uma cebola.,1,syn
Uma mulher está soltando um bebê canguru dos seus braços,Uma mulher não está mais segurando um bebê canguru em seus braços.,1,syn
A mulher está fazendo esqui aquático,Uma mulher não está praticando snowboard na montanha.,1,syn
Um homem está tocando um violão,Um homem não está tocando piano.,1,syn
Algumas pessoas estão cantando,Nem todas as pessoas estão em silêncio.,1,syn
Não tem nenhuma mulher esfregando uma abobrinha com uma escova de legumes,Não há mulher esfregando uma abobrinha.,1,syn
O cachorro está se divertindo com um brinquedo,O cachorro não está triste.,1,syn
O microfone em frente ao papagaio falante está sendo silenciado,O papagaio não está sendo ouvido.,1,syn
O avião sul-africano está voando no céu azul,Um avião não está no solo.,1,syn
Um caminhante está no topo da montanha e está dançando,Um caminhante não está sentado acima de algumas árvores.,1,syn
Um homem está dançando,Um homem não está parado.,1,syn
Alguém está dando comida a um animal,Alguém não está dançando balé.,1,syn
Coletes salva-vidas estão sendo usados por um grupo de pessoas que está praticando salvamento na água,Um grupo de pessoas não está nadando sem segurança.,1,syn
Um homem está polvilhando tempero em vários pães fatiados e com manteiga,Um homem não está fatiando os pães.,1,syn
Uma mulher está pilotando uma moto aquática,Ninguém mais está pilotando a moto aquática.,1,syn
Um homem está tocando um violão,Nada indica que uma mulher está tocando um violão.,1,syn
Uma mulher está despejando uma mistura em uma tigela e misturando-a,Uma mulher não está separando uma mistura em uma tigela.,1,syn
Um homem está cuspindo no chão,Um homem não está bebendo.,1,syn
Não tem nenhuma banda tocando,Não há nenhuma banda apresentando-se no palco,1,syn
O equipamento de montanhismo está firmemente posicionado em frente ao ciclista em pé,Nenhum ciclista está utilizando equipamentos de segurança.,1,syn
Um homem habilidoso está tocando violão no palco,Não há ninguém jogando futebol no palco.,1,syn
Um homem está libertando um peixe,Nenhum homem está desossando um peixe.,1,syn
Os homens estão correndo uma corrida,Nem todos os homens estão repousando.,1,syn
"Uma pessoa, que está andando de bicicleta, está usando equipamento que é preto",Uma pessoa não está empurrando uma bicicleta.,1,syn
Uma mulher está dançando e cantando na chuva,Uma mulher não está dançando e cantando abrigada.,1,syn
Uma mulher está regando um jardim,A mulher não está regando o jardim sem água.,1,syn
Dois cavalos estão correndo,Os cavalos não estão parados.,1,syn
Uma mulher está pintando um quadro baseado em uma vista do campo,Uma mulher não está pintando um quadro que não requer ferramentas artísticas.,1,syn
A mulher não está cuidando das plantas naquele momento,A mulher não está podando as plantas agora.,1,syn
Nenhuma das mulheres está segurando um telescópio.,Nenhuma mulher está segurando um telescópio.,1,syn
Um gato de pelagem brilhante está repousando no sofá,O gato não está correndo.,1,syn
O casal está escutando música enquanto percorre a avenida principal em um conversível vermelho,O casal não está em silêncio absoluto no carro.,1,syn
"Dois amigos estão sentados na praia, admirando o pôr do sol",Dois amigos não estão surfando.,1,syn
A pessoa está realizando um detox social ao se distanciar de indivíduos tóxicos,A pessoa não está se concentrando em interações sociais negativas.,1,syn
O presidente está cumprimentando seus eleitores,O presidente não está falando com seus adversários.,1,syn
A banda está se apresentando no palco,A banda ainda não terminou de tocar.,1,syn
"Oito pessoas estão presentes, metade delas sentadas e a outra metade em pé",Nem todas as oito pessoas estão sentadas,1,syn
Um bolo pequeno de chocolate é decorado com granulado colorido e pitangas de brigadeiro de chocolate,O bolo de chocolate não é decorado com chantilly.,1,syn
A garotinha está se divertindo pulando sobre uma poça de água.,A garotinha não está evitando o contato com a água.,1,syn
A mulher está pintando um quadro que é abstrato,A mulher não está pintando um quadro que não é abstrato.,1,syn
O líder fala que o segredo é continuar persistindo,O líder fala que o segredo não é desistir.,1,syn
Uma pessoa indistinta de camiseta branca está segurando uma carteira de trabalho,A pessoa de camiseta branca não está segurando uma garrafa.,1,syn
A colcha possui uma textura aveludada na cor rose,A colcha não é áspera.,1,syn
Um cartaz padrão é utilizado para comunicar avisos especiais,Nenhum cartaz não padrão é utilizado para comunicar avisos especiais.,1,syn
Uma mulher está audaciosamente pilotando uma motocicleta,Uma mulher não está hesitante em pilotar uma motocicleta.,1,syn
Criptas estão situadas à esquerda na esquina de uma rua arborizada dentro de um cemitério,As criptas não estão localizadas à direita na esquina de uma rua arborizada dentro de um cemitério.,1,syn
Ela retira uma caixinha de fio dental da bolsa,Ela não tira nada além do fio dental da bolsa.,1,syn
O show contará com vários instrumentos musicais,O show não contará apenas com um cantor sem instrumentos.,1,syn
Um homem está vestindo um colete à prova de balas e está atirando com uma espingarda em uma área de treinamento ao ar livre,O homem não está em um combate real no momento.,1,syn
Duas meninas não estão brincando no playground,Não há duas meninas brincando no playground.,1,syn
Uma mulher está sentada no chão segurando um sanduíche na mão direita,A mulher não está comendo uma refeição completa.,1,syn
Uma mulher está meditando,A mulher não está fazendo exercício físico.,1,syn
O homem está cortando um tomate.,O homem não está cortando uma maça.,1,syn
As atividades administrativas e de ensino serão retomadas na próxima segunda-feira,As atividades de pesquisa não serão retomadas na próxima segunda-feira.,1,syn
Não há nenhum boneco de ação lutando contra um robô de brinquedo,Nenhum boneco de ação está lutando contra um robô de brinquedo,1,syn
O menino está em um parquinho,O menino não está em casa.,1,syn
O homem usando um gorro vermelho e um sobretudo preto está rindo sob a chuva,O homem não está usando um chapéu azul.,1,syn
O homem usava um macacão laranja e óculos de proteção.,O homem não estava trabalhando como advogado.,1,syn
Numerosos indivíduos se agrupam diante de um arranha-céu que é revestido por um arco-íris de matizes,Numerosos indivíduos não conseguem ignorar o arranha-céu colorido no meio dos outros edifícios da cidade.,1,syn
O parque possui um brinquedo para escalar e escorregar,O parque não possui brinquedos que sejam apenas planos para as crianças.,1,syn
Uma modelo está posando com um macaquinho branco com detalhe em renda,A modelo não está posando com um macaquinho sem detalhes em renda.,1,syn
Uma jovem está posicionada entre uma porta com uma perna estendida e os braços apoiados nos batentes,A jovem não está deitada no chão.,1,syn
A turma de estudantes não está estudando em uma biblioteca silenciosa,A turma de estudantes não está em uma biblioteca silenciosa estudando,1,syn
Uma mulher está mergulhando no mar,A mulher não está caminhando na montanha.,1,syn
Dois indivíduos estão relaxando em uma cadeira de balanço azul,Dois indivíduos não estão trabalhando em uma cadeira de balanço azul.,1,syn
Uma pessoa está andando pelo parque,A pessoa não está andando dentro de um prédio.,1,syn
"Cartões exibem ilustrações em aquarela de um urso, uma girafa e uma baleia",Os cartões não contêm ilustrações somente de animais terrestres feitas em aquarela.,1,syn
Indivíduos estão comprando e vendendo alimentos em uma feira,Indivíduos não estão comprando e vendendo eletrônicos em uma feira.,1,syn
Um homem trajado com um terno refinado está no meio de uma aglomeração urbana e está admirando os arranha-céus,Um homem em um terno elegante não está em um ambiente fechado na cidade.,1,syn
Comida está sendo consumida por um corredor descansando na pista,O corredor na pista não está correndo.,1,syn
Um garoto de calça jeans está pulando,O garoto de calça jeans não está sentado.,1,syn
"Um prato é servido com batata frita, arroz temperado e filé de frango grelhado coberto com creme de milho","O prato servido não contém peixe grelhado, arroz integral e salada de alface.",1,syn
A celebridade está sozinha sem ninguém ao redor.,A celebridade não está rodeada por amigos.,1,syn
O garoto pequeno está borrifando perfume,O garoto pequeno não está comprando perfume.,1,syn
Não há comida sendo devorada por um cachorro,Não há um cachorro comendo perto.,1,syn
Uma mão está segurando um frasco que contém cápsulas de cúrcuma,Uma mão não está segurando um frasco vazio.,1,syn
Uma homem está de lado no espelho usando óculos de grau com armação metalizada,O homem não está sem óculos.,1,syn
Um homem está tocando uma guitarra,O homem não está tocando piano.,1,syn
Um grupo de pessoas está sentado em círculo,As pessoas não estão todas de pé.,1,syn
O sujeito está a cantar com um casaco pesado,O sujeito não está em um ambiente quente.,1,syn
Uma mulher está tocando violino em um concerto,A mulher não está tocando piano em um concerto.,1,syn
Um gato está dormindo confortavelmente na poltrona vermelha,O gato não está acordado na poltrona vermelha.,1,syn
Um violino está sendo protegido por um menino,Um violino não está desprotegido.,1,syn
Uma caixa de mini coxinhas está posicionada ao lado de um molho,A caixa de mini coxinhas não está longe do molho.,1,syn
Uma mandala talhada em MDF apresenta detalhes em preto,A mandala talhada não é inteiramente branca,1,syn
Um indivíduo próximo a vários microfones está acendendo um fogo de artifício,Um indivíduo próximo a vários microfones não está tentando apagar um fogo de artifício.,1,syn
Os gatos estão miando no telhado,Os gatos não estão miando dentro de casa.,1,syn
O homem não está colocando sal no peixe,O homem não está salgando o peixe,1,syn
O casal está escutando música enquanto percorre a avenida principal em um conversível vermelho,Nenhum dos membros do casal está parado na calçada.,1,syn
O homem está no mar com uma prancha,O homem não está sem uma prancha.,1,syn
O homem está procurando por uma receita para o jantar de Réveillon,O homem não está procurando uma receita de café da manhã para o Réveillon.,1,syn
Um gato de pelos prateados está brincando na grama,Um gato de pelos prateados não está dormindo.,1,syn
O público aplaude o cantor efusivamente,O público não está ignorando o cantor.,1,syn
Batata frita é servida em um cone com ketchup,A batata frita não é servida sem ketchup.,1,syn
Uma mulher está praticando violino,A mulher não está tocando violino e flauta ao mesmo tempo.,1,syn
O meme mostra uma pessoa feliz a beira do precipício,A pessoa no meme não está triste à beira do precipício.,1,syn
Uma mão feminina está segurando uma ampola e uma seringa,A mão feminina não está vazia.,1,syn
Um homem em um jaleco branco está apontando para um teclado virtual,Um homem não está digitando em um teclado físico.,1,syn
O grupo de dança está deitado na área de convivência,O grupo de dança não está se movendo na área de convivência.,1,syn
Não há vento agitando as folhas.,As folhas não estão se movendo devido ao vento.,1,syn
A influenciadora está sorrindo e segurando um produto de beleza,A influenciadora não está triste e está segurando um produto de beleza.,1,syn
"O homem está deitado na cama, descansando",O homem não está de pé.,1,syn
O gato tem pelo curto.,O gato não é sem pelo.,1,syn
O papagaio está alimentando o gato,O gato não está alimentando o papagaio no momento.,1,syn
Uma elegante raposa vermelha está saltando sobre um campo coberto de folhas de outono,A raposa vermelha não está parada no campo.,1,syn
Esquiadores estão realizando outras atividades além de descer a montanha,Os esquiadores não estão apenas descendo a montanha.,1,syn
A menina está usando um vestido vermelho,A menina não está usando um vestido não-vermelho.,1,syn
No carnaval pessoas estão fantasiadas se divertindo,Ninguém está triste no carnaval.,1,syn
Um homem está correndo na praia ao amanhecer,O homem não está correndo na chuva.,1,syn
Quatro amigos estão conversando na arquibancada de uma quadra esportiva após o término de um jogo,Nenhum dos amigos está jogando basquete enquanto conversam.,1,syn
Uma pessoa com mãos claras e cutículas bem cuidadas está pintando suas unhas com um esmalte que tem uma tonalidade verde militar,A pessoa não está negligenciando a manutenção das suas unhas.,1,syn
O homem está cortando verduras na tábua de cozinha,O homem não está usando a tábua de cozinha para escrever.,1,syn
O famoso jogador de futebol está correndo e comemorando,O jogador de futebol não está parado.,1,syn
Existem muitos indivíduos que desaprovam alguém por suas qualidades do que por seus defeitos,Muitas pessoas não reconhecem os méritos dos outros.,1,syn
Uma jovem de cabelos escuros está olhando para um castelo,A jovem de cabelos escuros não está olhando para um carro.,1,syn
Um maltês branco está deitado no chão claro de uma sacada,O maltês branco não está em pé na sacada.,1,syn
Um bebê e sua mãe compartilham um momento de carinho,O bebê e a mãe não estão discutindo agressivamente.,1,syn
"Três policiais mascarados estão de costas, confrontados por uma jovem loira sem máscara",A jovem loira não está usando uma máscara.,1,syn
Três gatinhos brancos estão se divertindo perto de um lago,Os gatinhos não estão nadando no lago.,1,syn
"A modelo está usando uma blusa vermelha de mangas soltas, calça preta e salto preto",A modelo não está descalça.,1,syn
"A fragrância com embalagem transparente e tampa dourada, está posicionada sobre textura e folhas douradas",A fragrância não está posicionada em uma superfície com cor contrastante.,1,syn
O post apresenta cinco ferramentas de marketing digital ilustradas,O post não apresenta menos de cinco ferramentas de marketing digital.,1,syn
Uma flor delicada está sendo apreciada por uma pequena borboleta,A borboleta não está ignorando a flor.,1,syn
A mulher loira está usando um vestido vermelho.,A mulher loira não está usando um vestido azul.,1,syn
Uma mesa na delegacia está coberta de armas e dinheiro,A mesa na delegacia está cheia de objetos ilegais.,1,syn
Três amigos estão desfrutando de lanches coloridos,Três amigos não estão sem comer nada.,1,syn
"A pessoa está sorrindo e olhando de lado, com o cabelo no topo da cabeça",A pessoa não está com o cabelo solto e olhando para outra direção.,1,syn
Ela está sorrindo e olhando diretamente para a câmera,Ela não está de costas para a câmera.,1,syn
Uma mulher sorridente veste uma blusa rosa,A mulher não está vestindo uma blusa verde.,1,syn
Um homem jovem com cabelo castanho e sem relógio está chorando.,O homem jovem não está sorrindo.,1,syn
O cachorro do vizinho gosta de latir todas as manhãs,O cachorro do vizinho nunca fica em silêncio todas as manhãs.,1,syn
Duas fatias de pão estão ao lado de um potinho de molho em um prato preto,O prato preto não está vazio,1,syn
O rapaz está usando um moletom canguru,O rapaz não está vestindo um casaco formal.,1,syn
A capa do filme apresenta os dois papas,A capa do filme não apresenta nenhum papa sozinho.,1,syn
As luzes da cidade são vistas de uma colina próxima,As luzes da cidade não são bloqueadas por obstáculos nas colinas próximas.,1,syn
Um enfermeiro está vacinando um garoto no braço esquerdo,O enfermeiro não está vacinando o garoto no braço direito.,1,syn
"Um rapaz, dos ombros para cima, está escondendo o rosto com ambas as mãos",O rapaz não está mostrando o rosto,1,syn
"Dois potes de vidro contêm iogurte batido com morango, cada um com um canudo listrado de branco e rosa",Nenhum pote de vidro está vazio.,1,syn
Uma modelo está usando uma meia cinza com desenhos infantis,A modelo não está sem meias.,1,syn
